index,database,replication_factor,recordcount,workload,execution,start,end,duration,rpi3_01,rpi3_02,rpi3_03,rpi3_04,rpi3_05,rpi3_06,rpi3_07,rpi3_08,rpi3_09,rpi3_10,rpi3_11,rpi3_12,rpi3_13,rpi3_14,rpi3_15
70,hbase,1,1000000,c,11,10-09-21 18:34:28,10-09-21 18:37:05,157.0,1142.568,323.368,0.0,0.0,948.547,0.0,0.0,0.0,0.0,0.0,646.737,0.0,0.0,0.0,323.368
71,hbase,1,1000000,c,12,10-09-21 18:48:40,10-09-21 18:51:27,167.0,27504.64,73788.47,3420.16,307.2,1761.28,0.0,348.16,0.0,138321.92,0.0,14458.88,10587.997,0.0,3317.76,17203.2
72,hbase,1,1000000,c,13,10-09-21 19:01:40,10-09-21 19:04:41,181.0,52352.595,50600.289,0.0,19.051,1028.763,0.0,0.0,48313.749,12002.233,0.0,15050.419,16497.88,17907.564,0.0,30958.14
73,hbase,1,1000000,c,14,10-09-21 19:15:51,10-09-21 19:18:57,186.0,42226.036,45763.331,0.0,0.0,316.509,0.0,0.0,36007.794,5622.873,0.0,10333.091,14764.125,14578.163,0.0,23570.618
74,hbase,1,1000000,c,15,10-09-21 19:31:28,10-09-21 19:34:40,192.0,16056.32,22955.914,0.0,0.0,273.067,0.0,0.0,14017.313,3367.822,0.0,6426.169,5079.197,10103.405,0.0,11923.911
75,hbase,1,1000000,c,16,10-09-21 20:03:51,10-09-21 20:07:14,203.0,0.0,1882.375,0.0,0.0,0.0,0.0,0.0,2945.634,261.447,0.0,209.157,261.447,278.821,0.0,923.779
76,hbase,1,1000000,c,17,10-09-21 20:17:55,10-09-21 20:20:44,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1167.442,0.0,0.0,0.0,0.0,81.92,0.0,245.76
77,hbase,1,1000000,c,18,10-09-21 20:33:10,10-09-21 20:35:59,169.0,655.36,921.6,0.0,0.0,0.0,0.0,0.0,716.8,0.0,0.0,0.0,307.2,491.52,0.0,0.0
78,hbase,1,1000000,c,19,10-09-21 20:47:52,10-09-21 20:50:53,181.0,0.0,571.535,0.0,0.0,0.0,0.0,0.0,285.767,0.0,0.0,228.614,0.0,0.0,0.0,0.0
79,hbase,1,1000000,c,20,10-09-21 21:02:07,10-09-21 21:05:05,178.0,0.0,19.505,19.505,0.0,97.524,0.0,0.0,36688.457,0.0,0.0,51453.562,48429.864,3881.151,19.505,4017.981
80,hbase,1,1000000,c,21,10-09-21 21:15:41,10-09-21 21:18:36,175.0,0.0,0.0,49230.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33723.733,31012.256,0.0,0.0,2984.229
81,hbase,1,1000000,c,22,10-09-21 21:29:45,10-09-21 21:32:43,178.0,0.0,0.0,41057.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27833.295,26857.909,0.0,0.0,3081.752
82,hbase,1,1000000,c,23,10-09-21 21:43:20,10-09-21 21:46:31,191.0,0.0,0.0,25140.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24031.455,22755.61,0.0,0.0,3295.004
83,hbase,1,1000000,c,24,10-09-21 22:04:28,10-09-21 22:07:35,187.0,0.0,0.0,12306.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3928.436,7019.04,0.0,0.0,2103.855
84,hbase,1,1000000,c,25,10-09-21 22:19:29,10-09-21 22:22:15,166.0,0.0,0.0,12963.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8990.72,7823.139,0.0,0.0,942.08
85,hbase,1,1000000,c,26,10-09-21 22:33:01,10-09-21 22:35:49,168.0,0.0,0.0,3665.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4055.04,3051.586,0.0,0.0,0.0
86,hbase,1,1000000,c,27,10-09-21 22:47:52,10-09-21 22:50:35,163.0,0.0,0.0,4201.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1806.441,630.154,0.0,0.0,315.077
87,hbase,1,1000000,c,28,10-09-21 23:01:34,10-09-21 23:04:18,164.0,486121.682,651.159,8885.169,0.0,55579.569,0.0,0.0,21.005,0.0,0.0,45308.062,10019.11,0.0,6154.503,0.0
88,hbase,1,1000000,c,29,10-09-21 23:15:02,10-09-21 23:17:51,169.0,2621.44,17367.04,0.0,23080.96,0.0,0.0,0.0,0.0,9932.8,0.0,30945.96,5467.902,0.0,44072.96,0.0
89,hbase,1,1000000,c,30,10-09-21 23:29:17,10-09-21 23:32:23,186.0,2085.236,44832.966,0.0,23812.655,0.0,0.0,0.0,0.0,13721.6,0.0,47364.699,5492.364,0.0,43380.364,0.0
90,hbase,1,1000000,d,1,10-09-21 23:34:23,10-09-21 23:36:54,151.0,2457.6,32148.092,0.0,19129.427,0.0,0.0,0.0,0.0,7284.238,0.0,31461.708,2856.13,0.0,26258.681,0.0
91,hbase,1,1000000,d,2,10-09-21 23:38:54,10-09-21 23:41:57,183.0,0.0,914.517,0.0,628.688,0.0,0.0,0.0,0.0,914.822,0.0,1219.274,266.663,0.0,285.767,0.0
92,hbase,1,1000000,d,3,10-09-21 23:43:57,10-09-21 23:47:12,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,hbase,1,1000000,d,4,10-09-21 23:49:12,10-09-21 23:52:19,187.0,446.836,633.018,633.018,484.073,465.455,3630.545,484.073,633.018,502.691,595.782,633.018,632.892,446.836,633.018,633.018
94,hbase,1,1000000,d,5,10-09-21 23:54:19,10-09-21 23:59:34,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,hbase,1,1000000,d,6,11-09-21 00:01:34,11-09-21 00:07:26,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,hbase,1,1000000,d,7,11-09-21 00:09:26,11-09-21 00:14:33,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,hbase,1,1000000,d,8,11-09-21 00:16:33,11-09-21 00:21:05,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,hbase,1,1000000,d,9,11-09-21 00:23:05,11-09-21 00:27:42,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,hbase,1,1000000,d,10,11-09-21 00:29:42,11-09-21 00:34:00,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
