/usr/local/openjdk-11/bin/java -cp /opt/ycsb/slf4j-api-1.7.30.jar:/opt/ycsb/slf4j-simple-1.7.30.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.14.jar:/opt/ycsb/cassandra-binding/conf:/opt/ycsb/conf:/opt/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/opt/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/opt/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/opt/ycsb/lib/HdrHistogram-2.1.4.jar:/opt/ycsb/lib/jackson-core-asl-1.9.4.jar:/opt/ycsb/cassandra-binding/lib/slf4j-api-1.7.25.jar:/opt/ycsb/cassandra-binding/lib/netty-transport-4.0.33.Final.jar:/opt/ycsb/cassandra-binding/lib/netty-handler-4.0.33.Final.jar:/opt/ycsb/cassandra-binding/lib/guava-16.0.1.jar:/opt/ycsb/cassandra-binding/lib/cassandra-binding-0.18.0-SNAPSHOT.jar:/opt/ycsb/cassandra-binding/lib/netty-codec-4.0.33.Final.jar:/opt/ycsb/cassandra-binding/lib/netty-common-4.0.33.Final.jar:/opt/ycsb/cassandra-binding/lib/cassandra-driver-core-3.0.0.jar:/opt/ycsb/cassandra-binding/lib/metrics-core-3.1.2.jar:/opt/ycsb/cassandra-binding/lib/netty-buffer-4.0.33.Final.jar site.ycsb.Client -db site.ycsb.db.CassandraCQLClient -s -p hosts=10.0.2.5 -P /opt/ycsb/workloads/workloada -p recordcount=1000000 -p operationcount=10000 -p rectime=3000 -p cassandra.connecttimeoutmillis=60000 -p cassandra.readtimeoutmillis=60000 -p cassandra.readconsistencylevel=ONE -p cassandra.writeconsistencylevel=ONE -load
Command line: -db site.ycsb.db.CassandraCQLClient -s -p hosts=10.0.2.5 -P /opt/ycsb/workloads/workloada -p recordcount=1000000 -p operationcount=10000 -p rectime=3000 -p cassandra.connecttimeoutmillis=60000 -p cassandra.readtimeoutmillis=60000 -p cassandra.readconsistencylevel=ONE -p cassandra.writeconsistencylevel=ONE -load
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
2021-09-13 16:20:18:850 0 sec: 0 operations; est completion in 0 second 
WARNING: An illegal reflective access operation has occurred
WARNING: Illegal reflective access by io.netty.util.internal.PlatformDependent0 (file:/opt/ycsb/cassandra-binding/lib/netty-common-4.0.33.Final.jar) to field java.nio.Buffer.address
WARNING: Please consider reporting this to the maintainers of io.netty.util.internal.PlatformDependent0
WARNING: Use --illegal-access=warn to enable warnings of further illegal reflective access operations
WARNING: All illegal access operations will be denied in a future release
[Thread-2] INFO io.netty.util.internal.PlatformDependent - Your platform does not provide complete low-level API for accessing direct buffers reliably. Unless explicitly requested, heap buffer will always be preferred to avoid potential system unstability.
[Thread-2] INFO com.datastax.driver.core.NettyUtil - Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
[Thread-2] INFO com.datastax.driver.core.policies.DCAwareRoundRobinPolicy - Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.14:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.15:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.16:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.17:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.18:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.19:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.20:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.21:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.5:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.8:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.9:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.10:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.11:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.12:9042 added
[Thread-2] INFO com.datastax.driver.core.Cluster - New Cassandra host /10.0.2.13:9042 added
[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Connected to cluster: Test Cluster

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.14; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.15; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.16; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.17; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.18; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.19; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.20; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.21; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.5; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.8; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.9; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.10; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.11; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.12; Rack: rack1

[Thread-2] INFO site.ycsb.db.CassandraCQLClient - Datacenter: datacenter1; Host: /10.0.2.13; Rack: rack1

DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-09-13 16:20:28:797 10 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-09-13 16:20:38:797 20 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-09-13 16:20:48:797 30 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-09-13 16:20:58:797 40 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-09-13 16:21:08:797 50 sec: 0 operations; est completion in 106751991167300 days 15 hours 
2021-09-13 16:21:18:797 60 sec: 0 operations; est completion in 106751991167300 days 15 hours 
[cluster1-nio-worker-1] WARN com.datastax.driver.core.Connection - Timeout while setting keyspace on Connection[/10.0.2.5:9042-2, inFlight=1, closed=false]. This should not happen but is not critical (it will be retried)
[cluster1-nio-worker-1] INFO com.datastax.driver.core.RequestHandler - Query INSERT INTO usertable (y_id,field1,field0,field7,field6,field9,field8,field3,field2,field5,field4) VALUES (?,?,?,?,?,?,?,?,?,?,?); is not prepared on /10.0.2.5:9042, preparing before retrying executing. Seeing this message a few times is fine, but seeing it a lot may be source of performance problems
2021-09-13 16:21:28:797 70 sec: 471 operations; 47.1 current ops/sec; est completion in 1 day 17 hours [INSERT: Count=472, Max=60522495, Min=6708, Avg=143588.62, 90=19551, 99=107583, 99.9=60522495, 99.99=60522495] 
2021-09-13 16:21:38:797 80 sec: 1198 operations; 72.7 current ops/sec; est completion in 18 hours 31 minutes [INSERT: Count=727, Max=2197503, Min=5652, Avg=13695.55, 90=13855, 99=21967, 99.9=40959, 99.99=2197503] 
2021-09-13 16:21:48:797 90 sec: 2216 operations; 101.8 current ops/sec; est completion in 11 hours 15 minutes [INSERT: Count=1018, Max=65919, Min=4932, Avg=9771.44, 90=12647, 99=23711, 99.9=53311, 99.99=65919] 
2021-09-13 16:21:58:797 100 sec: 3377 operations; 116.1 current ops/sec; est completion in 8 hours 11 minutes [INSERT: Count=1160, Max=23135, Min=5028, Avg=8575.52, 90=10607, 99=15743, 99.9=21919, 99.99=23135] 
2021-09-13 16:22:08:797 110 sec: 4538 operations; 116.1 current ops/sec; est completion in 6 hours 42 minutes [INSERT: Count=1161, Max=34143, Min=5020, Avg=8571.66, 90=10479, 99=16815, 99.9=25327, 99.99=34143] 
2021-09-13 16:22:18:797 120 sec: 5747 operations; 120.9 current ops/sec; est completion in 5 hours 46 minutes [INSERT: Count=1209, Max=57215, Min=4936, Avg=8235.08, 90=10471, 99=15015, 99.9=22895, 99.99=57215] 
2021-09-13 16:22:28:797 130 sec: 7028 operations; 128.1 current ops/sec; est completion in 5 hours 6 minutes [INSERT: Count=1281, Max=32559, Min=4692, Avg=7782.71, 90=9639, 99=14055, 99.9=24239, 99.99=32559] 
2021-09-13 16:22:38:797 140 sec: 8346 operations; 131.8 current ops/sec; est completion in 4 hours 37 minutes [INSERT: Count=1318, Max=20783, Min=4372, Avg=7566.1, 90=9191, 99=13543, 99.9=19103, 99.99=20783] 
2021-09-13 16:22:48:796 150 sec: 9707 operations; 136.1 current ops/sec; est completion in 4 hours 15 minutes [INSERT: Count=1361, Max=28111, Min=4296, Avg=7333.14, 90=9263, 99=15831, 99.9=27423, 99.99=28111] 
2021-09-13 16:22:58:797 160 sec: 11031 operations; 132.4 current ops/sec; est completion in 3 hours 59 minutes [INSERT: Count=1324, Max=47935, Min=4160, Avg=7535.9, 90=9671, 99=23135, 99.9=38463, 99.99=47935] 
2021-09-13 16:23:08:797 170 sec: 12403 operations; 137.2 current ops/sec; est completion in 3 hours 45 minutes [INSERT: Count=1372, Max=51743, Min=4086, Avg=7268.64, 90=9087, 99=13711, 99.9=41311, 99.99=51743] 
2021-09-13 16:23:18:797 180 sec: 13838 operations; 143.5 current ops/sec; est completion in 3 hours 33 minutes [INSERT: Count=1435, Max=59807, Min=4224, Avg=6956.67, 90=8551, 99=13119, 99.9=27599, 99.99=59807] 
2021-09-13 16:23:28:797 190 sec: 15336 operations; 149.8 current ops/sec; est completion in 3 hours 23 minutes [INSERT: Count=1498, Max=21471, Min=4030, Avg=6653.99, 90=8199, 99=12783, 99.9=21055, 99.99=21471] 
2021-09-13 16:23:38:797 200 sec: 16763 operations; 142.7 current ops/sec; est completion in 3 hours 15 minutes [INSERT: Count=1428, Max=27215, Min=4010, Avg=6991.7, 90=8863, 99=14767, 99.9=21151, 99.99=27215] 
2021-09-13 16:23:48:797 210 sec: 18158 operations; 139.5 current ops/sec; est completion in 3 hours 9 minutes [INSERT: Count=1394, Max=19599, Min=4052, Avg=7150.61, 90=8975, 99=14071, 99.9=17615, 99.99=19599] 
2021-09-13 16:23:58:797 220 sec: 19512 operations; 135.4 current ops/sec; est completion in 3 hours 4 minutes [INSERT: Count=1354, Max=19791, Min=4320, Avg=7315.76, 90=9071, 99=14191, 99.9=18767, 99.99=19791] 
2021-09-13 16:24:08:797 230 sec: 20539 operations; 102.7 current ops/sec; est completion in 3 hours 2 minutes [INSERT: Count=1027, Max=2287615, Min=4276, Avg=9788.66, 90=9487, 99=18527, 99.9=82687, 99.99=2287615] 
2021-09-13 16:24:18:797 240 sec: 21874 operations; 133.5 current ops/sec; est completion in 2 hours 58 minutes [INSERT: Count=1335, Max=99327, Min=4252, Avg=7471.16, 90=9359, 99=18511, 99.9=84351, 99.99=99327] 
2021-09-13 16:24:28:797 250 sec: 23224 operations; 135 current ops/sec; est completion in 2 hours 55 minutes [INSERT: Count=1350, Max=76927, Min=4296, Avg=7384.33, 90=9111, 99=24127, 99.9=75647, 99.99=76927] 
2021-09-13 16:24:38:797 260 sec: 24652 operations; 142.8 current ops/sec; est completion in 2 hours 51 minutes [INSERT: Count=1428, Max=33407, Min=4332, Avg=6993.16, 90=8567, 99=13071, 99.9=32799, 99.99=33407] 
2021-09-13 16:24:48:797 270 sec: 26054 operations; 140.2 current ops/sec; est completion in 2 hours 48 minutes [INSERT: Count=1402, Max=24191, Min=4204, Avg=7113.1, 90=8759, 99=13815, 99.9=22015, 99.99=24191] 
2021-09-13 16:24:58:797 280 sec: 27439 operations; 138.5 current ops/sec; est completion in 2 hours 45 minutes [INSERT: Count=1386, Max=24591, Min=4316, Avg=7203.16, 90=9135, 99=13975, 99.9=19599, 99.99=24591] 
2021-09-13 16:25:08:797 290 sec: 28787 operations; 134.8 current ops/sec; est completion in 2 hours 43 minutes [INSERT: Count=1348, Max=57727, Min=4188, Avg=7401.82, 90=9271, 99=19183, 99.9=32143, 99.99=57727] 
2021-09-13 16:25:18:797 300 sec: 30175 operations; 138.8 current ops/sec; est completion in 2 hours 40 minutes [INSERT: Count=1387, Max=67455, Min=4248, Avg=7189.13, 90=9119, 99=16159, 99.9=22015, 99.99=67455] 
2021-09-13 16:25:28:797 310 sec: 31545 operations; 137 current ops/sec; est completion in 2 hours 38 minutes [INSERT: Count=1370, Max=144895, Min=4176, Avg=7279.6, 90=8839, 99=13799, 99.9=28527, 99.99=144895] 
2021-09-13 16:25:38:797 320 sec: 32910 operations; 136.5 current ops/sec; est completion in 2 hours 36 minutes [INSERT: Count=1365, Max=279551, Min=4300, Avg=7306.67, 90=8751, 99=14111, 99.9=22671, 99.99=279551] 
2021-09-13 16:25:48:797 330 sec: 34255 operations; 134.5 current ops/sec; est completion in 2 hours 35 minutes [INSERT: Count=1345, Max=209919, Min=4208, Avg=7420.03, 90=9119, 99=14719, 99.9=31055, 99.99=209919] 
2021-09-13 16:25:58:797 340 sec: 35634 operations; 137.9 current ops/sec; est completion in 2 hours 33 minutes [INSERT: Count=1379, Max=24911, Min=4180, Avg=7235.58, 90=8863, 99=13791, 99.9=20463, 99.99=24911] 
2021-09-13 16:26:08:797 350 sec: 36951 operations; 131.7 current ops/sec; est completion in 2 hours 32 minutes [INSERT: Count=1318, Max=30511, Min=4360, Avg=7572.05, 90=9383, 99=14327, 99.9=24111, 99.99=30511] 
2021-09-13 16:26:18:797 360 sec: 38253 operations; 130.2 current ops/sec; est completion in 2 hours 30 minutes [INSERT: Count=1301, Max=28975, Min=4456, Avg=7668.68, 90=9503, 99=16495, 99.9=27295, 99.99=28975] 
2021-09-13 16:26:28:797 370 sec: 39541 operations; 128.8 current ops/sec; est completion in 2 hours 29 minutes [INSERT: Count=1288, Max=42879, Min=4476, Avg=7724.35, 90=9751, 99=15583, 99.9=24463, 99.99=42879] 
2021-09-13 16:26:38:797 380 sec: 40883 operations; 134.2 current ops/sec; est completion in 2 hours 28 minutes [INSERT: Count=1343, Max=34431, Min=4340, Avg=7450.86, 90=9255, 99=15751, 99.9=34111, 99.99=34431] 
2021-09-13 16:26:48:797 390 sec: 42253 operations; 137 current ops/sec; est completion in 2 hours 27 minutes [INSERT: Count=1369, Max=80767, Min=4440, Avg=7281.43, 90=8911, 99=15143, 99.9=27679, 99.99=80767] 
2021-09-13 16:26:58:797 400 sec: 43626 operations; 137.3 current ops/sec; est completion in 2 hours 26 minutes [INSERT: Count=1374, Max=66943, Min=4348, Avg=7267.21, 90=8943, 99=14631, 99.9=29535, 99.99=66943] 
