/usr/local/openjdk-11/bin/java -cp /opt/ycsb/slf4j-api-1.7.30.jar:/opt/ycsb/slf4j-simple-1.7.30.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.14.jar:/opt/ycsb/jdbc-binding/conf:/opt/ycsb/conf:/opt/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/opt/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/opt/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/opt/ycsb/lib/HdrHistogram-2.1.4.jar:/opt/ycsb/lib/jackson-core-asl-1.9.4.jar:/opt/ycsb/jdbc-binding/lib/commons-collections-3.2.1.jar:/opt/ycsb/jdbc-binding/lib/jdbc-binding-0.18.0-SNAPSHOT.jar:/opt/ycsb/jdbc-binding/lib/serp-1.13.1.jar:/opt/ycsb/jdbc-binding/lib/openjpa-lib-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/geronimo-jms_1.1_spec-1.1.1.jar:/opt/ycsb/jdbc-binding/lib/openjpa-kernel-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/geronimo-jta_1.1_spec-1.1.1.jar:/opt/ycsb/jdbc-binding/lib/commons-pool-1.5.4.jar:/opt/ycsb/jdbc-binding/lib/openjpa-jdbc-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.23.jar:/opt/ycsb/jdbc-binding/lib/commons-lang-2.4.jar site.ycsb.Client -db site.ycsb.db.JdbcDBClient -s -P /opt/ycsb/workloads/workloada -P /opt/ycsb/jdbc-binding/conf/db.properties -p recordcount=1000000 -p operationcount=10000 -t
Command line: -db site.ycsb.db.JdbcDBClient -s -P /opt/ycsb/workloads/workloada -P /opt/ycsb/jdbc-binding/conf/db.properties -p recordcount=1000000 -p operationcount=10000 -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://10.0.2.5:5432/ycsb
2021-09-18 08:21:14:183 0 sec: 0 operations; est completion in 0 second 
Using shards: 1, batchSize:7000, fetchSize: 3000
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-09-18 08:21:24:123 10 sec: 57 operations; 5.7 current ops/sec; est completion in 29 minutes [READ: Count=26, Max=548351, Min=68160, Avg=149053.54, 90=163711, 99=548351, 99.9=548351, 99.99=548351] [UPDATE: Count=31, Max=395007, Min=95424, Avg=176742.19, 90=256767, 99=395007, 99.9=395007, 99.99=395007] 
2021-09-18 08:21:34:122 20 sec: 123 operations; 6.6 current ops/sec; est completion in 26 minutes [READ: Count=36, Max=159359, Min=71424, Avg=109870.22, 90=145023, 99=159359, 99.9=159359, 99.99=159359] [UPDATE: Count=30, Max=2179071, Min=77312, Avg=201326.93, 90=152575, 99=2179071, 99.9=2179071, 99.99=2179071] 
2021-09-18 08:21:44:122 30 sec: 201 operations; 7.8 current ops/sec; est completion in 24 minutes [READ: Count=38, Max=158207, Min=63008, Avg=112491.37, 90=145279, 99=158207, 99.9=158207, 99.99=158207] [UPDATE: Count=40, Max=643071, Min=70400, Avg=141759.2, 90=151039, 99=643071, 99.9=643071, 99.99=643071] 
2021-09-18 08:21:54:122 40 sec: 263 operations; 6.2 current ops/sec; est completion in 24 minutes [READ: Count=32, Max=154751, Min=68544, Avg=114679, 90=142335, 99=154751, 99.9=154751, 99.99=154751] [UPDATE: Count=30, Max=179839, Min=85248, Avg=135082.67, 90=158975, 99=179839, 99.9=179839, 99.99=179839] 
2021-09-18 08:22:04:122 50 sec: 342 operations; 7.9 current ops/sec; est completion in 23 minutes [READ: Count=44, Max=153343, Min=65280, Avg=104164, 90=139903, 99=153343, 99.9=153343, 99.99=153343] [UPDATE: Count=35, Max=3198975, Min=94528, Avg=218241.83, 90=160383, 99=3198975, 99.9=3198975, 99.99=3198975] 
2021-09-18 08:22:14:122 60 sec: 417 operations; 7.5 current ops/sec; est completion in 22 minutes [READ: Count=32, Max=157183, Min=65536, Avg=114772, 90=146687, 99=157183, 99.9=157183, 99.99=157183] [UPDATE: Count=43, Max=180095, Min=85696, Avg=136709.21, 90=161663, 99=180095, 99.9=180095, 99.99=180095] 
2021-09-18 08:22:24:122 70 sec: 479 operations; 6.2 current ops/sec; est completion in 23 minutes [READ: Count=29, Max=157183, Min=62592, Avg=111316.97, 90=136831, 99=157183, 99.9=157183, 99.99=157183] [UPDATE: Count=33, Max=2488319, Min=74432, Avg=204771.88, 90=163071, 99=2488319, 99.9=2488319, 99.99=2488319] 
2021-09-18 08:22:34:122 80 sec: 509 operations; 3 current ops/sec; est completion in 24 minutes [READ: Count=8, Max=142719, Min=69120, Avg=117584, 90=139647, 99=142719, 99.9=142719, 99.99=142719] [UPDATE: Count=22, Max=2492415, Min=93632, Avg=326533.82, 90=354815, 99=2492415, 99.9=2492415, 99.99=2492415] 
2021-09-18 08:22:44:122 90 sec: 579 operations; 7 current ops/sec; est completion in 24 minutes [READ: Count=27, Max=171135, Min=66560, Avg=101500.44, 90=133247, 99=171135, 99.9=171135, 99.99=171135] [UPDATE: Count=43, Max=4321279, Min=65856, Avg=223123.35, 90=158591, 99=4321279, 99.9=4321279, 99.99=4321279] 
2021-09-18 08:22:54:122 100 sec: 595 operations; 1.6 current ops/sec; est completion in 26 minutes [READ: Count=10, Max=145151, Min=69504, Avg=98441.6, 90=136959, 99=145151, 99.9=145151, 99.99=145151] [UPDATE: Count=6, Max=2478079, Min=122880, Avg=534362.67, 90=159871, 99=2478079, 99.9=2478079, 99.99=2478079] 
2021-09-18 08:23:04:122 110 sec: 634 operations; 3.9 current ops/sec; est completion in 27 minutes [READ: Count=15, Max=135423, Min=61376, Avg=97389.87, 90=134655, 99=135423, 99.9=135423, 99.99=135423] [UPDATE: Count=24, Max=7749631, Min=82816, Avg=457632, 90=163711, 99=7749631, 99.9=7749631, 99.99=7749631] 
