/usr/local/openjdk-11/bin/java -cp /opt/ycsb/slf4j-api-1.7.30.jar:/opt/ycsb/slf4j-simple-1.7.30.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.14.jar:/opt/ycsb/jdbc-binding/conf:/opt/ycsb/conf:/opt/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/opt/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/opt/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/opt/ycsb/lib/HdrHistogram-2.1.4.jar:/opt/ycsb/lib/jackson-core-asl-1.9.4.jar:/opt/ycsb/jdbc-binding/lib/commons-collections-3.2.1.jar:/opt/ycsb/jdbc-binding/lib/jdbc-binding-0.18.0-SNAPSHOT.jar:/opt/ycsb/jdbc-binding/lib/serp-1.13.1.jar:/opt/ycsb/jdbc-binding/lib/openjpa-lib-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/geronimo-jms_1.1_spec-1.1.1.jar:/opt/ycsb/jdbc-binding/lib/openjpa-kernel-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/geronimo-jta_1.1_spec-1.1.1.jar:/opt/ycsb/jdbc-binding/lib/commons-pool-1.5.4.jar:/opt/ycsb/jdbc-binding/lib/openjpa-jdbc-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.23.jar:/opt/ycsb/jdbc-binding/lib/commons-lang-2.4.jar site.ycsb.Client -db site.ycsb.db.JdbcDBClient -s -P /opt/ycsb/workloads/workloada -P /opt/ycsb/jdbc-binding/conf/db.properties -p recordcount=1000000 -p operationcount=10000 -t
Command line: -db site.ycsb.db.JdbcDBClient -s -P /opt/ycsb/workloads/workloada -P /opt/ycsb/jdbc-binding/conf/db.properties -p recordcount=1000000 -p operationcount=10000 -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://10.0.2.5:5432/ycsb
2021-09-16 13:29:54:081 0 sec: 0 operations; est completion in 0 second 
Using shards: 1, batchSize:7000, fetchSize: 3000
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-09-16 13:30:04:025 10 sec: 53 operations; 5.3 current ops/sec; est completion in 31 minutes [READ: Count=22, Max=282623, Min=49152, Avg=108730.18, 90=241919, 99=282623, 99.9=282623, 99.99=282623] [UPDATE: Count=31, Max=2877439, Min=48928, Avg=224125.94, 90=210559, 99=2877439, 99.9=2877439, 99.99=2877439] 
2021-09-16 13:30:14:025 20 sec: 164 operations; 11.1 current ops/sec; est completion in 20 minutes [READ: Count=58, Max=147199, Min=46976, Avg=71509.52, 90=95359, 99=118527, 99.9=147199, 99.99=147199] [UPDATE: Count=54, Max=212095, Min=48960, Avg=108626.96, 90=153727, 99=197759, 99.9=212095, 99.99=212095] 
2021-09-16 13:30:24:025 30 sec: 262 operations; 9.8 current ops/sec; est completion in 18 minutes [READ: Count=52, Max=129215, Min=47744, Avg=72044.31, 90=87423, 99=107263, 99.9=129215, 99.99=129215] [UPDATE: Count=45, Max=199551, Min=49088, Avg=108785.07, 90=147455, 99=199551, 99.9=199551, 99.99=199551] 
2021-09-16 13:30:34:025 40 sec: 356 operations; 9.4 current ops/sec; est completion in 18 minutes [READ: Count=43, Max=125119, Min=47136, Avg=78250.05, 90=90495, 99=125119, 99.9=125119, 99.99=125119] [UPDATE: Count=51, Max=2394111, Min=51296, Avg=154445.8, 90=143615, 99=197375, 99.9=2394111, 99.99=2394111] 
2021-09-16 13:30:44:025 50 sec: 464 operations; 10.8 current ops/sec; est completion in 17 minutes [READ: Count=49, Max=138111, Min=47360, Avg=76633.14, 90=96447, 99=138111, 99.9=138111, 99.99=138111] [UPDATE: Count=59, Max=208383, Min=50080, Avg=106037.42, 90=149887, 99=194559, 99.9=208383, 99.99=208383] 
2021-09-16 13:30:54:025 60 sec: 549 operations; 8.5 current ops/sec; est completion in 17 minutes [READ: Count=44, Max=3051519, Min=47872, Avg=137646.55, 90=89343, 99=3051519, 99.9=3051519, 99.99=3051519] [UPDATE: Count=41, Max=196735, Min=48640, Avg=96446.83, 90=118271, 99=196735, 99.9=196735, 99.99=196735] 
2021-09-16 13:31:04:025 70 sec: 567 operations; 1.8 current ops/sec; est completion in 19 minutes [READ: Count=6, Max=93375, Min=52928, Avg=78117.33, 90=91135, 99=93375, 99.9=93375, 99.99=93375] [UPDATE: Count=12, Max=8404991, Min=55104, Avg=795193.33, 90=134015, 99=8404991, 99.9=8404991, 99.99=8404991] 
2021-09-16 13:31:14:025 80 sec: 649 operations; 8.2 current ops/sec; est completion in 19 minutes [READ: Count=38, Max=101695, Min=46272, Avg=72968, 90=90303, 99=101695, 99.9=101695, 99.99=101695] [UPDATE: Count=45, Max=2430975, Min=48736, Avg=160804.27, 90=137983, 99=2430975, 99.9=2430975, 99.99=2430975] 
2021-09-16 13:31:24:025 90 sec: 735 operations; 8.6 current ops/sec; est completion in 18 minutes [READ: Count=42, Max=92031, Min=46048, Avg=69134.86, 90=87423, 99=92031, 99.9=92031, 99.99=92031] [UPDATE: Count=43, Max=197247, Min=56032, Avg=100399.26, 90=137471, 99=197247, 99.9=197247, 99.99=197247] 
2021-09-16 13:31:34:025 100 sec: 736 operations; 0.1 current ops/sec; est completion in 20 minutes [READ: Count=0, Max=0, Min=9223372036854775807, Avg=NaN, 90=0, 99=0, 99.9=0, 99.99=0] [UPDATE: Count=1, Max=12705791, Min=12697600, Avg=12701696, 90=12705791, 99=12705791, 99.9=12705791, 99.99=12705791] 
2021-09-16 13:31:44:025 110 sec: 851 operations; 11.5 current ops/sec; est completion in 19 minutes [READ: Count=63, Max=150271, Min=46080, Avg=72559.49, 90=90751, 99=105151, 99.9=150271, 99.99=150271] [UPDATE: Count=52, Max=206335, Min=47296, Avg=105254.77, 90=139647, 99=201471, 99.9=206335, 99.99=206335] 
