/usr/local/openjdk-11/bin/java -cp /opt/ycsb/slf4j-api-1.7.30.jar:/opt/ycsb/slf4j-simple-1.7.30.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.14.jar:/opt/ycsb/jdbc-binding/conf:/opt/ycsb/conf:/opt/ycsb/lib/jackson-mapper-asl-1.9.4.jar:/opt/ycsb/lib/core-0.18.0-SNAPSHOT.jar:/opt/ycsb/lib/htrace-core4-4.1.0-incubating.jar:/opt/ycsb/lib/HdrHistogram-2.1.4.jar:/opt/ycsb/lib/jackson-core-asl-1.9.4.jar:/opt/ycsb/jdbc-binding/lib/commons-collections-3.2.1.jar:/opt/ycsb/jdbc-binding/lib/jdbc-binding-0.18.0-SNAPSHOT.jar:/opt/ycsb/jdbc-binding/lib/serp-1.13.1.jar:/opt/ycsb/jdbc-binding/lib/openjpa-lib-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/geronimo-jms_1.1_spec-1.1.1.jar:/opt/ycsb/jdbc-binding/lib/openjpa-kernel-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/geronimo-jta_1.1_spec-1.1.1.jar:/opt/ycsb/jdbc-binding/lib/commons-pool-1.5.4.jar:/opt/ycsb/jdbc-binding/lib/openjpa-jdbc-2.1.1.jar:/opt/ycsb/jdbc-binding/lib/postgresql-42.2.23.jar:/opt/ycsb/jdbc-binding/lib/commons-lang-2.4.jar site.ycsb.Client -db site.ycsb.db.JdbcDBClient -s -P /opt/ycsb/workloads/workloada -P /opt/ycsb/jdbc-binding/conf/db.properties -p recordcount=1000000 -p operationcount=10000 -t
Command line: -db site.ycsb.db.JdbcDBClient -s -P /opt/ycsb/workloads/workloada -P /opt/ycsb/jdbc-binding/conf/db.properties -p recordcount=1000000 -p operationcount=10000 -t
YCSB Client 0.18.0-SNAPSHOT

Loading workload...
Starting test.
Adding shard node URL: jdbc:postgresql://10.0.2.5:5432/ycsb
2021-09-18 17:30:33:838 0 sec: 0 operations; est completion in 0 second 
Using shards: 1, batchSize:7000, fetchSize: 3000
DBWrapper: report latency for each error is false and specific error codes to track for latency are: []
2021-09-18 17:30:43:787 10 sec: 67 operations; 6.7 current ops/sec; est completion in 24 minutes [READ: Count=33, Max=242687, Min=47744, Avg=104995.39, 90=183423, 99=242687, 99.9=242687, 99.99=242687] [UPDATE: Count=35, Max=355583, Min=88128, Avg=170384.46, 90=254463, 99=355583, 99.9=355583, 99.99=355583] 
2021-09-18 17:30:53:787 20 sec: 117 operations; 5 current ops/sec; est completion in 28 minutes [READ: Count=23, Max=179199, Min=48288, Avg=86162.09, 90=172671, 99=179199, 99.9=179199, 99.99=179199] [UPDATE: Count=26, Max=220287, Min=68864, Avg=156429.54, 90=199167, 99=220287, 99.9=220287, 99.99=220287] 
2021-09-18 17:31:03:787 30 sec: 156 operations; 3.9 current ops/sec; est completion in 31 minutes [READ: Count=15, Max=150015, Min=47904, Avg=74345.6, 90=97343, 99=150015, 99.9=150015, 99.99=150015] [UPDATE: Count=24, Max=9306111, Min=85376, Avg=530673.33, 90=193151, 99=9306111, 99.9=9306111, 99.99=9306111] 
2021-09-18 17:31:13:787 40 sec: 213 operations; 5.7 current ops/sec; est completion in 30 minutes [READ: Count=35, Max=171135, Min=47616, Avg=78969.14, 90=94911, 99=171135, 99.9=171135, 99.99=171135] [UPDATE: Count=22, Max=3411967, Min=78080, Avg=297655.27, 90=204543, 99=3411967, 99.9=3411967, 99.99=3411967] 
2021-09-18 17:31:23:787 50 sec: 266 operations; 5.3 current ops/sec; est completion in 30 minutes [READ: Count=22, Max=178687, Min=46880, Avg=78998.55, 90=109887, 99=178687, 99.9=178687, 99.99=178687] [UPDATE: Count=31, Max=3131391, Min=76416, Avg=285988.13, 90=177023, 99=3131391, 99.9=3131391, 99.99=3131391] 
2021-09-18 17:31:33:787 60 sec: 294 operations; 2.8 current ops/sec; est completion in 33 minutes [READ: Count=18, Max=182783, Min=47168, Avg=86073.78, 90=127807, 99=182783, 99.9=182783, 99.99=182783] [UPDATE: Count=10, Max=188799, Min=84992, Avg=123376, 90=153087, 99=188799, 99.9=188799, 99.99=188799] 
2021-09-18 17:31:43:787 70 sec: 334 operations; 4 current ops/sec; est completion in 33 minutes [READ: Count=19, Max=93567, Min=48384, Avg=69999.16, 90=90687, 99=93567, 99.9=93567, 99.99=93567] [UPDATE: Count=21, Max=13262847, Min=77184, Avg=755050.67, 90=187135, 99=13262847, 99.9=13262847, 99.99=13262847] 
2021-09-18 17:31:53:787 80 sec: 339 operations; 0.5 current ops/sec; est completion in 38 minutes [READ: Count=1, Max=49375, Min=49344, Avg=49360, 90=49375, 99=49375, 99.9=49375, 99.99=49375] [UPDATE: Count=4, Max=9551871, Min=120320, Avg=2505192, 90=9551871, 99=9551871, 99.9=9551871, 99.99=9551871] 
2021-09-18 17:32:03:787 90 sec: 426 operations; 8.7 current ops/sec; est completion in 33 minutes [READ: Count=42, Max=179967, Min=47680, Avg=81216.38, 90=98111, 99=179967, 99.9=179967, 99.99=179967] [UPDATE: Count=45, Max=213759, Min=75456, Avg=145930.67, 90=197759, 99=213759, 99.9=213759, 99.99=213759] 
2021-09-18 17:32:13:787 100 sec: 498 operations; 7.2 current ops/sec; est completion in 31 minutes [READ: Count=43, Max=135295, Min=47488, Avg=76053.58, 90=118911, 99=135295, 99.9=135295, 99.99=135295] [UPDATE: Count=29, Max=2760703, Min=76352, Avg=229472, 90=194815, 99=2760703, 99.9=2760703, 99.99=2760703] 
2021-09-18 17:32:23:787 110 sec: 566 operations; 6.8 current ops/sec; est completion in 30 minutes [READ: Count=37, Max=173439, Min=46240, Avg=79017.08, 90=105471, 99=173439, 99.9=173439, 99.99=173439] [UPDATE: Count=31, Max=2910207, Min=86912, Avg=229557.68, 90=197247, 99=2910207, 99.9=2910207, 99.99=2910207] 
